,message_flight.centre,message_flight.source,message_flight.system,message_flight.timestamp,message_flight_arrival.arrivalPoint,message_flight_arrival_runwayPositionAndTime_runwayTime_estimated.time,message_flight_arrival_runwayPositionAndTime_runwayTime_estimated,message_flight_controllingUnit.unitIdentifier,message_flight_controllingUnit.sectorIdentifier,message_flight_controllingUnit,message_flight_departure.departurePoint,message_flight_departure_runwayPositionAndTime_runwayTime_actual.time,message_flight_departure_runwayPositionAndTime_runwayTime_actual,message_flight_enRoute_position.targetPositionTime,message_flight_enRoute_position.positionTime,message_flight_enRoute_position.reportSource,message_flight_enRoute_position_actualSpeed_surveillance.uom,message_flight_enRoute_position_actualSpeed_surveillance,message_flight_enRoute_position_altitude.uom,message_flight_enRoute_position_altitude,message_flight_enRoute_position_position_location.srsName,message_flight_enRoute_position_position_location_pos,message_flight_enRoute_position_targetAltitude.uom,message_flight_enRoute_position_targetAltitude,message_flight_enRoute_position_targetPosition.srsName,message_flight_enRoute_position_targetPosition_pos,message_flight_enRoute_position_trackVelocity_x.uom,message_flight_enRoute_position_trackVelocity_x,message_flight_enRoute_position_trackVelocity_y.uom,message_flight_enRoute_position_trackVelocity_y,message_flight_flightIdentification.computerId,message_flight_flightIdentification.siteSpecificPlanId,message_flight_flightIdentification.aircraftIdentification,message_flight_flightIdentification,message_flight_flightStatus.fdpsFlightStatus,message_flight_flightStatus,message_flight_gufi.codeSpace,message_flight_gufi,message_flight_operator_operatingOrganization_organization.name,message_flight_operator_operatingOrganization_organization,message_flight_supplementalData_additionalFlightInformation_nameValue.name,message_flight_supplementalData_additionalFlightInformation_nameValue.value,message_flight_supplementalData_additionalFlightInformation_nameValue,message_flight_supplementalData_additionalFlightInformation_nameValue[1].name,message_flight_supplementalData_additionalFlightInformation_nameValue[1].value,message_flight_supplementalData_additionalFlightInformation_nameValue[1],message_flight_supplementalData_additionalFlightInformation_nameValue[2].name,message_flight_supplementalData_additionalFlightInformation_nameValue[2].value,message_flight_supplementalData_additionalFlightInformation_nameValue[2],message_flight_supplementalData_additionalFlightInformation_nameValue[3].name,message_flight_supplementalData_additionalFlightInformation_nameValue[3].value,message_flight_supplementalData_additionalFlightInformation_nameValue[3],message_flight_supplementalData_additionalFlightInformation_nameValue[4].name,message_flight_supplementalData_additionalFlightInformation_nameValue[4].value,message_flight_supplementalData_additionalFlightInformation_nameValue[4],message_flight_supplementalData_additionalFlightInformation_nameValue[5].name,message_flight_supplementalData_additionalFlightInformation_nameValue[5].value,message_flight_supplementalData_additionalFlightInformation_nameValue[5],message_flight_supplementalData_additionalFlightInformation_nameValue[6].name,message_flight_supplementalData_additionalFlightInformation_nameValue[6].value,message_flight_supplementalData_additionalFlightInformation_nameValue[6],message_flight_supplementalData_additionalFlightInformation_nameValue[7].name,message_flight_supplementalData_additionalFlightInformation_nameValue[7].value,message_flight_supplementalData_additionalFlightInformation_nameValue[7],message_flight_supplementalData_additionalFlightInformation_nameValue[8].name,message_flight_supplementalData_additionalFlightInformation_nameValue[8].value,message_flight_supplementalData_additionalFlightInformation_nameValue[8],message_flight_supplementalData_additionalFlightInformation_nameValue[9].name,message_flight_supplementalData_additionalFlightInformation_nameValue[9].value,message_flight_supplementalData_additionalFlightInformation_nameValue[9],message_flight_assignedAltitude_simple.uom,message_flight_assignedAltitude_simple,message_flight_flightPlan.identifier,message_flight_flightPlan,message_flight_enRoute_boundaryCrossings_handoff_receivingUnit.unitIdentifier,message_flight_enRoute_boundaryCrossings_handoff_receivingUnit.sectorIdentifier,message_flight_enRoute_boundaryCrossings_handoff_receivingUnit,message_flight_departure,message_flight_arrival
22,ZKC,TH,SLC,2024-01-26T02:51:27.093Z,KAUS,2024-01-26T05:02:00Z,NaN,ZKC,98,NaN,KMDW,2024-01-26T02:35:00Z,NaN,2024-01-26T02:51:20Z,2024-01-26T02:51:20Z,SURVEILLANCE,KNOTS,320.0,FEET,37600.0,urn:ogc:def:crs:EPSG::4326,40.564167 -88.85,FEET,37600.0,urn:ogc:def:crs:EPSG::4326,40.563611 -88.850556,KNOTS,-193.0,KNOTS,-256.0,890,101,SWA1463,NaN,ACTIVE,NaN,urn:uuid,19de52ff-6878-45fb-b453-7e04ffe03762,SWA,NaN,MSG_SEQ_NO,49011622,NaN,FDPS_GUFI,us.fdps.2024-01-26T00:05:55Z.000/06/600,NaN,FLIGHT_PLAN_SEQ_NO,7,NaN,SOURCE_TIME_AND_SEQ,0251266104,NaN,SOURCE_TIME,02_51_26,NaN,ADSB_02M_52B,-A5B59D,NaN,,,,,,,,,,,,,FEET,40000.0,KG00355600,NaN,,,,,
23,ZKC,TH,SLC,2024-01-26T02:51:27.093Z,KSEA,2024-01-26T06:34:00Z,NaN,ZKC,30,NaN,KTPA,2024-01-26T01:11:00Z,NaN,2024-01-26T02:51:23Z,2024-01-26T02:51:22Z,SURVEILLANCE,KNOTS,439.0,FEET,34000.0,urn:ogc:def:crs:EPSG::4326,37.103333 -92.543889,FEET,34000.0,urn:ogc:def:crs:EPSG::4326,37.103333 -92.543889,KNOTS,-344.0,KNOTS,274.0,925,236,ASA307,NaN,ACTIVE,NaN,urn:uuid,3a534878-4dc9-422d-bb1a-6dd3d8a9c6ad,ASA,NaN,MSG_SEQ_NO,49011626,NaN,FDPS_GUFI,us.fdps.2024-01-25T23:58:12Z.000/17/500,NaN,FLIGHT_PLAN_SEQ_NO,10,NaN,SOURCE_TIME_AND_SEQ,0251266104,NaN,SOURCE_TIME,02_51_26,NaN,ADSB_POS_174A,37.103333/-92.543889,NaN,ADSB_ALT_175A,34000.0,NaN,ADSB_VEL_176A,-344/+274,NaN,ADSB_TIME_177A,2024-01-26T02:51:22Z,NaN,ADSB_02M_52B,-A5C899,NaN,FEET,34000.0,KR86292500,NaN,,,,,
24,ZKC,TH,SLC,2024-01-26T02:51:27.093Z,KFTW,2024-01-26T04:27:00Z,NaN,ZKC,44,NaN,KSTP,2024-01-26T01:24:00Z,NaN,2024-01-26T02:51:19Z,2024-01-26T02:51:18Z,SURVEILLANCE,KNOTS,258.0,FEET,20000.0,urn:ogc:def:crs:EPSG::4326,39.728056 -95.478889,FEET,20000.0,urn:ogc:def:crs:EPSG::4326,39.728056 -95.478889,KNOTS,-56.0,KNOTS,-252.0,550,329,N687HB,NaN,ACTIVE,NaN,urn:uuid,c415708b-8310-40bd-9930-94b6a8ba8197,,,MSG_SEQ_NO,49011627,NaN,FDPS_GUFI,us.fdps.2024-01-26T00:46:57Z.000/15/600,NaN,FLIGHT_PLAN_SEQ_NO,3,NaN,SOURCE_TIME_AND_SEQ,0251266104,NaN,SOURCE_TIME,02_51_26,NaN,ADSB_POS_174A,39.728056/-95.478889,NaN,ADSB_ALT_175A,20000.0,NaN,ADSB_VEL_176A,-56/-252,NaN,ADSB_TIME_177A,2024-01-26T02:51:18Z,NaN,ADSB_02M_52B,-A91DE9,NaN,FEET,20000.0,KP02817600,NaN,,,,,
25,ZKC,TH,SLC,2024-01-26T02:51:27.093Z,KBNA,2024-01-26T03:51:00Z,NaN,ZKC,27,NaN,KLAS,2024-01-26T00:51:00Z,NaN,2024-01-26T02:51:17Z,2024-01-26T02:51:16Z,SURVEILLANCE,KNOTS,483.0,FEET,37000.0,urn:ogc:def:crs:EPSG::4326,36.195556 -95.945833,FEET,37000.0,urn:ogc:def:crs:EPSG::4326,36.195556 -95.944444,KNOTS,483.0,KNOTS,5.0,904,120,SWA2232,NaN,ACTIVE,NaN,urn:uuid,862aa36b-14bb-4c82-bb34-cbee47cc2215,SWA,NaN,MSG_SEQ_NO,49011632,NaN,FDPS_GUFI,us.fdps.2024-01-25T22:34:23Z.000/11/500,NaN,FLIGHT_PLAN_SEQ_NO,5,NaN,SOURCE_TIME_AND_SEQ,0251266104,NaN,SOURCE_TIME,02_51_26,NaN,ADSB_02M_52B,-AD4584,NaN,,,,,,,,,,,,,FEET,37000.0,KL81263500,NaN,,,,,
26,ZKC,TH,SLC,2024-01-26T02:51:27.093Z,KDSM,2024-01-26T03:18:00Z,NaN,ZKC,92,NaN,KBNA,2024-01-26T02:06:00Z,NaN,2024-01-26T02:51:16Z,2024-01-26T02:51:16Z,SURVEILLANCE,KNOTS,400.0,FEET,30000.0,urn:ogc:def:crs:EPSG::4326,39.714167 -91.2575,FEET,30000.0,urn:ogc:def:crs:EPSG::4326,39.714167 -91.2575,KNOTS,-281.0,KNOTS,287.0,610,344,AAY441,NaN,ACTIVE,NaN,urn:uuid,4268e664-9764-4a52-96cb-e28263f74f12,AAY,NaN,MSG_SEQ_NO,49011629,NaN,FDPS_GUFI,us.fdps.2024-01-26T00:45:41Z.000/12/600,NaN,FLIGHT_PLAN_SEQ_NO,8,NaN,SOURCE_TIME_AND_SEQ,0251266104,NaN,SOURCE_TIME,02_51_26,NaN,ADSB_POS_174A,39.714167/-91.2575,NaN,ADSB_ALT_175A,30000.0,NaN,ADSB_VEL_176A,-281/+287,NaN,ADSB_TIME_177A,2024-01-26T02:51:16Z,NaN,ADSB_02M_52B,-A2F6BA,NaN,FEET,30000.0,KM02741600,NaN,,,,,
27,ZKC,TH,SLC,2024-01-26T02:51:27.093Z,KCID,2024-01-26T03:24:00Z,NaN,ZKC,31,NaN,KJWY,2024-01-26T01:59:00Z,NaN,2024-01-26T02:51:24Z,2024-01-26T02:51:24Z,SURVEILLANCE,KNOTS,493.0,FEET,41000.0,urn:ogc:def:crs:EPSG::4326,38.254167 -94.197222,FEET,41000.0,urn:ogc:def:crs:EPSG::4326,38.255 -94.196667,KNOTS,224.0,KNOTS,439.0,412,108,N118UF,NaN,ACTIVE,NaN,urn:uuid,c3fba1e2-49a0-4178-955b-ebcdeabedc1b,,,MSG_SEQ_NO,49011630,NaN,FDPS_GUFI,us.fdps.2024-01-25T20:53:52Z.000/05/500,NaN,FLIGHT_PLAN_SEQ_NO,6,NaN,SOURCE_TIME_AND_SEQ,0251266104,NaN,SOURCE_TIME,02_51_26,NaN,ADSB_02M_52B,-A04BB3,NaN,,,,,,,,,,,,,FEET,41000.0,KF75232500,NaN,,,,,
28,ZKC,TH,SLC,2024-01-26T02:51:27.093Z,KPHL,2024-01-26T04:29:00Z,NaN,ZKC,50,NaN,KPHX,2024-01-26T00:37:00Z,NaN,2024-01-26T02:51:14Z,2024-01-26T02:51:14Z,SURVEILLANCE,KNOTS,508.0,FEET,32000.0,urn:ogc:def:crs:EPSG::4326,38.718611 -91.354444,FEET,32000.0,urn:ogc:def:crs:EPSG::4326,38.718611 -91.355278,KNOTS,497.0,KNOTS,107.0,238,234,AAL478,NaN,ACTIVE,NaN,urn:uuid,dd0ce7b4-d47a-4d4f-b14c-f5951a9195e0,AAL,NaN,MSG_SEQ_NO,49011635,NaN,FDPS_GUFI,us.fdps.2024-01-25T23:15:33Z.000/00/500,NaN,FLIGHT_PLAN_SEQ_NO,8,NaN,SOURCE_TIME_AND_SEQ,0251266104,NaN,SOURCE_TIME,02_51_26,NaN,ADSB_02M_52B,-A4E6C0,NaN,,,,,,,,,,,,,FEET,31000.0,KA83733500,NaN,,,,,
29,ZKC,TH,SLC,2024-01-26T02:51:27.093Z,KMCI,2024-01-26T03:11:00Z,NaN,ZKC,44,NaN,KPHL,2024-01-26T00:35:00Z,NaN,2024-01-26T02:51:19Z,2024-01-26T02:51:19Z,SURVEILLANCE,KNOTS,321.0,FEET,14800.0,urn:ogc:def:crs:EPSG::4326,39.65 -93.671667,FEET,14700.0,urn:ogc:def:crs:EPSG::4326,39.65 -93.671944,KNOTS,-319.0,KNOTS,-38.0,595,40,AAL1029,NaN,ACTIVE,NaN,urn:uuid,f0cbb02e-bdd7-4aed-82be-cf46d9d92731,AAL,NaN,MSG_SEQ_NO,49011633,NaN,FDPS_GUFI,us.fdps.2024-01-25T22:41:48Z.000/13/500,NaN,FLIGHT_PLAN_SEQ_NO,21,NaN,SOURCE_TIME_AND_SEQ,0251266104,NaN,SOURCE_TIME,02_51_26,NaN,ADSB_02M_52B,-A06461,NaN,,,,,,,,,,,,,FEET,12000.0,KN81708500,NaN,MCI,1E,NaN,,
30,ZKC,TH,SLC,2024-01-26T02:51:27.093Z,KSFO,2024-01-26T05:38:00Z,NaN,ZKC,26,NaN,KATL,2024-01-26T00:54:00Z,NaN,2024-01-26T02:51:16Z,2024-01-26T02:51:16Z,SURVEILLANCE,KNOTS,409.0,FEET,34000.0,urn:ogc:def:crs:EPSG::4326,38.9325 -98.553056,FEET,34000.0,urn:ogc:def:crs:EPSG::4326,38.9325 -98.553056,KNOTS,-405.0,KNOTS,83.0,657,203,UAL1259,NaN,ACTIVE,NaN,urn:uuid,22f75be7-081b-4d69-a7b4-e7543b363270,UAL,NaN,MSG_SEQ_NO,49011636,NaN,FDPS_GUFI,us.fdps.2024-01-25T21:32:02Z.000/19/501,NaN,FLIGHT_PLAN_SEQ_NO,10,NaN,SOURCE_TIME_AND_SEQ,0251266104,NaN,SOURCE_TIME,02_51_26,NaN,ADSB_POS_174A,38.9325/-98.553056,NaN,ADSB_ALT_175A,34000.0,NaN,ADSB_VEL_176A,-405/+83,NaN,ADSB_TIME_177A,2024-01-26T02:51:16Z,NaN,ADSB_02M_52B,-A5CC15,NaN,FEET,34000.0,KT77522501,NaN,ZDV,17,NaN,,
31,ZKC,TH,SLC,2024-01-26T02:51:27.093Z,KLAS,2024-01-26T04:53:00Z,NaN,ZKC,26,NaN,KMCI,2024-01-26T02:22:00Z,NaN,2024-01-26T02:51:24Z,2024-01-26T02:51:24Z,SURVEILLANCE,KNOTS,423.0,FEET,40000.0,urn:ogc:def:crs:EPSG::4326,39.294167 -98.5575,FEET,40000.0,urn:ogc:def:crs:EPSG::4326,39.294167 -98.557222,KNOTS,-423.0,KNOTS,-8.0,493,110,SWA3584,NaN,ACTIVE,NaN,urn:uuid,a8905183-9e0d-4ed5-a461-e2286151a46a,SWA,NaN,MSG_SEQ_NO,49011640,NaN,FDPS_GUFI,us.fdps.2024-01-26T00:03:14Z.000/10/600,NaN,FLIGHT_PLAN_SEQ_NO,3,NaN,SOURCE_TIME_AND_SEQ,0251266104,NaN,SOURCE_TIME,02_51_26,NaN,ADSB_POS_174A,39.294167/-98.557222,NaN,ADSB_ALT_175A,40000.0,NaN,ADSB_VEL_176A,-423/-8,NaN,ADSB_TIME_177A,2024-01-26T02:51:24Z,NaN,ADSB_02M_52B,-A2195D,NaN,FEET,40000.0,KK00194600,NaN,ZDV,18,NaN,,
32,ZKC,TH,SLC,2024-01-26T02:51:27.093Z,KSDL,2024-01-26T05:07:00Z,NaN,ZKC,31,NaN,KSTL,2024-01-26T02:24:00Z,NaN,2024-01-26T02:51:23Z,2024-01-26T02:51:22Z,SURVEILLANCE,KNOTS,388.0,FEET,40000.0,urn:ogc:def:crs:EPSG::4326,39.015556 -93.639167,FEET,40000.0,urn:ogc:def:crs:EPSG::4326,39.015278 -93.64,KNOTS,-381.0,KNOTS,-72.0,155,521,JTL104,NaN,ACTIVE,NaN,urn:uuid,9f3ac7fb-42fa-4be2-93b7-dce8f7d824a8,JTL,NaN,MSG_SEQ_NO,49011641,NaN,FDPS_GUFI,us.fdps.2024-01-26T01:30:00Z.212/10/615,NaN,FLIGHT_PLAN_SEQ_NO,3,NaN,SOURCE_TIME_AND_SEQ,0251266104,NaN,SOURCE_TIME,02_51_26,NaN,ADSB_02M_52B,-A01527,NaN,,,,,,,,,,,,,FEET,40000.0,KK05415615,NaN,,,,,
33,ZKC,TH,SLC,2024-01-26T02:51:27.093Z,KRDU,2024-01-26T05:01:00Z,NaN,ZKC,26,NaN,KDEN,2024-01-26T02:11:00Z,NaN,2024-01-26T02:51:24Z,2024-01-26T02:51:24Z,SURVEILLANCE,KNOTS,485.0,FEET,37000.0,urn:ogc:def:crs:EPSG::4326,39.471111 -98.270556,FEET,37000.0,urn:ogc:def:crs:EPSG::4326,39.471111 -98.270278,KNOTS,484.0,KNOTS,-24.0,722,48,SWA3064,NaN,ACTIVE,NaN,urn:uuid,5125e174-8ad4-4f62-8fa9-9fb574cc35ac,SWA,NaN,MSG_SEQ_NO,49011648,NaN,FDPS_GUFI,us.fdps.2024-01-25T23:34:25Z.000/03/500,NaN,FLIGHT_PLAN_SEQ_NO,6,NaN,SOURCE_TIME_AND_SEQ,0251266104,NaN,SOURCE_TIME,02_51_26,NaN,ADSB_02M_52B,-AD36A8,NaN,,,,,,,,,,,,,FEET,37000.0,KD84865500,NaN,,,,,
34,ZKC,TH,SLC,2024-01-26T02:51:27.093Z,KSTL,2024-01-26T02:56:00Z,NaN,STL,1N,NaN,KMDW,2024-01-26T02:14:00Z,NaN,2024-01-26T02:51:22Z,2024-01-26T02:51:22Z,SURVEILLANCE,KNOTS,211.0,FEET,5000.0,urn:ogc:def:crs:EPSG::4326,38.608333 -90.000278,FEET,5000.0,urn:ogc:def:crs:EPSG::4326,38.608056 -90.000556,KNOTS,-135.0,KNOTS,-163.0,215,335,N757CC,NaN,ACTIVE,NaN,urn:uuid,158c3638-dcf0-499b-b974-bf1e20bf9402,,,MSG_SEQ_NO,49011649,NaN,FDPS_GUFI,us.fdps.2024-01-26T00:24:49Z.000/06/600,NaN,FLIGHT_PLAN_SEQ_NO,12,NaN,SOURCE_TIME_AND_SEQ,0251266104,NaN,SOURCE_TIME,02_51_26,NaN,ADSB_02M_52B,-AA343F,NaN,,,,,,,,,,,,,FEET,9000.0,KG01489600,NaN,,,,,
35,ZKC,TH,SLC,2024-01-26T02:51:27.093Z,KPDX,2024-01-26T06:07:00Z,NaN,ZKC,02,NaN,KATL,2024-01-26T01:19:00Z,NaN,2024-01-26T02:51:20Z,2024-01-26T02:51:20Z,SURVEILLANCE,KNOTS,433.0,FEET,28800.0,urn:ogc:def:crs:EPSG::4326,37.162222 -95.792222,FEET,28800.0,urn:ogc:def:crs:EPSG::4326,37.162222 -95.791944,KNOTS,-398.0,KNOTS,166.0,292,114,DAL888,NaN,ACTIVE,NaN,urn:uuid,b207b7bc-fc42-4f5b-ad26-e50dad4dfb88,DAL,NaN,MSG_SEQ_NO,49011651,NaN,FDPS_GUFI,us.fdps.2024-01-26T00:06:00Z.000/19/604,NaN,FLIGHT_PLAN_SEQ_NO,6,NaN,SOURCE_TIME_AND_SEQ,0251266104,NaN,SOURCE_TIME,02_51_26,NaN,ADSB_POS_174A,37.162222/-95.791944,NaN,ADSB_ALT_175A,28800.0,NaN,ADSB_VEL_176A,-398/+166,NaN,ADSB_TIME_177A,2024-01-26T02:51:20Z,NaN,ADSB_02M_52B,-AC21E4,NaN,FEET,34000.0,KT00360604,NaN,,,,,
36,ZKC,TH,SLC,2024-01-26T02:51:27.093Z,KMKC,2024-01-26T03:20:00Z,NaN,ZKC,30,NaN,KBNA,2024-01-26T01:50:00Z,NaN,2024-01-26T02:51:25Z,2024-01-26T02:51:25Z,SURVEILLANCE,KNOTS,293.0,FEET,27900.0,urn:ogc:def:crs:EPSG::4326,38.131389 -92.082222,FEET,27900.0,urn:ogc:def:crs:EPSG::4326,38.131389 -92.082222,KNOTS,-276.0,KNOTS,100.0,941,156,FRG9559,NaN,ACTIVE,NaN,urn:uuid,65ab960d-ae51-4d6f-ab72-6d54cb0af1ca,FRG,NaN,MSG_SEQ_NO,49011653,NaN,FDPS_GUFI,us.fdps.2024-01-26T01:16:30Z.000/12/600,NaN,FLIGHT_PLAN_SEQ_NO,5,NaN,SOURCE_TIME_AND_SEQ,0251266104,NaN,SOURCE_TIME,02_51_26,NaN,ADSB_02M_52B,-A72167,NaN,,,,,,,,,,,,,FEET,28000.0,KM04590600,NaN,,,,,
37,ZKC,TH,SLC,2024-01-26T02:51:27.093Z,KSDF,2024-01-26T04:00:00Z,NaN,ZKC,27,NaN,KLAS,2024-01-26T00:56:00Z,NaN,2024-01-26T02:51:19Z,2024-01-26T02:51:18Z,SURVEILLANCE,KNOTS,493.0,FEET,37000.0,urn:ogc:def:crs:EPSG::4326,37.076389 -96.708611,FEET,37000.0,urn:ogc:def:crs:EPSG::4326,37.076389 -96.708611,KNOTS,489.0,KNOTS,74.0,810,146,SWA3861,NaN,ACTIVE,NaN,urn:uuid,3e8b04c2-a1fa-48c3-bc32-e4450917948e,SWA,NaN,MSG_SEQ_NO,49011656,NaN,FDPS_GUFI,us.fdps.2024-01-25T23:10:25Z.000/11/500,NaN,FLIGHT_PLAN_SEQ_NO,7,NaN,SOURCE_TIME_AND_SEQ,0251266104,NaN,SOURCE_TIME,02_51_26,NaN,ADSB_POS_174A,37.076389/-96.708611,NaN,ADSB_ALT_175A,37000.0,NaN,ADSB_VEL_176A,+489/+74,NaN,ADSB_TIME_177A,2024-01-26T02:51:18Z,NaN,ADSB_02M_52B,-AC0C41,NaN,FEET,37000.0,KL83425500,NaN,,,,,
38,ZKC,TH,SLC,2024-01-26T02:51:27.093Z,KSFO,2024-01-26T05:47:00Z,NaN,ZKC,22,NaN,KMCO,2024-01-26T00:23:00Z,NaN,2024-01-26T02:51:17Z,2024-01-26T02:51:16Z,SURVEILLANCE,KNOTS,444.0,FEET,36000.0,urn:ogc:def:crs:EPSG::4326,36.957222 -99.390833,FEET,36000.0,urn:ogc:def:crs:EPSG::4326,36.957778 -99.391944,KNOTS,-399.0,KNOTS,195.0,084,28,ASA399,NaN,DROPPED,NaN,urn:uuid,a2e35cdb-df1b-4842-bc35-f460b4f8ed14,ASA,NaN,MSG_SEQ_NO,49011654,NaN,FDPS_GUFI,us.fdps.2024-01-25T22:48:13Z.000/09/500,NaN,FLIGHT_PLAN_SEQ_NO,13,NaN,SOURCE_TIME_AND_SEQ,0251266104,NaN,SOURCE_TIME,02_51_26,NaN,ADSB_02M_52B,-A6F96C,NaN,,,,,,,,,,,,,FEET,36000.0,KJ82093500,NaN,,,,,
39,ZKC,TH,SLC,2024-01-26T02:51:27.093Z,KOKC,2024-01-26T03:56:00Z,NaN,ZKC,29,NaN,KLGA,2024-01-26T00:18:00Z,NaN,2024-01-26T02:51:22Z,2024-01-26T02:51:22Z,SURVEILLANCE,KNOTS,343.0,FEET,28000.0,urn:ogc:def:crs:EPSG::4326,37.172778 -92.049167,FEET,28000.0,urn:ogc:def:crs:EPSG::4326,37.172778 -92.048889,KNOTS,-330.0,KNOTS,-100.0,522,282,RPA4779,NaN,ACTIVE,NaN,urn:uuid,b0068f94-f41c-4377-84a6-45d995c779a1,RPA,NaN,MSG_SEQ_NO,49011657,NaN,FDPS_GUFI,us.fdps.2024-01-25T22:24:58Z.000/13/500,NaN,FLIGHT_PLAN_SEQ_NO,14,NaN,SOURCE_TIME_AND_SEQ,0251266104,NaN,SOURCE_TIME,02_51_26,NaN,ADSB_POS_174A,37.172778/-92.048889,NaN,ADSB_ALT_175A,28000.0,NaN,ADSB_VEL_176A,-330/-100,NaN,ADSB_TIME_177A,2024-01-26T02:51:22Z,NaN,ADSB_02M_52B,-A0433B,NaN,FEET,28000.0,KN80698500,NaN,,,,,
40,ZKC,TH,SLC,2024-01-26T02:51:27.093Z,KRDU,2024-01-26T04:26:00Z,NaN,ZKC,50,NaN,KDEN,2024-01-26T01:33:00Z,NaN,2024-01-26T02:51:14Z,2024-01-26T02:51:14Z,SURVEILLANCE,KNOTS,494.0,FEET,37000.0,urn:ogc:def:crs:EPSG::4326,38.877778 -91.575278,FEET,37000.0,urn:ogc:def:crs:EPSG::4326,38.877778 -91.574444,KNOTS,485.0,KNOTS,-93.0,794,127,UAL1417,NaN,ACTIVE,NaN,urn:uuid,89bb525d-ff94-449c-a417-07df2124d266,UAL,NaN,MSG_SEQ_NO,49011658,NaN,FDPS_GUFI,us.fdps.2024-01-25T22:14:31Z.000/03/500,NaN,FLIGHT_PLAN_SEQ_NO,7,NaN,SOURCE_TIME_AND_SEQ,0251266104,NaN,SOURCE_TIME,02_51_26,NaN,ADSB_02M_52B,-AA56DA,NaN,,,,,,,,,,,,,FEET,37000.0,KD80071500,NaN,,,,,
41,ZKC,TH,SLC,2024-01-26T02:51:27.102Z,KDFW,2024-01-26T04:08:00Z,NaN,ZKC,26,NaN,KOMA,2024-01-26T02:35:00Z,NaN,2024-01-26T02:51:22Z,2024-01-26T02:51:22Z,SURVEILLANCE,KNOTS,439.0,FEET,34100.0,urn:ogc:def:crs:EPSG::4326,39.825833 -96.684444,FEET,34100.0,urn:ogc:def:crs:EPSG::4326,39.825 -96.684444,KNOTS,-74.0,KNOTS,-433.0,089,47,AAL2270,NaN,ACTIVE,NaN,urn:uuid,18500226-e493-4f12-aea0-5f632222d7f6,AAL,NaN,MSG_SEQ_NO,49011659,NaN,FDPS_GUFI,us.fdps.2024-01-26T00:59:19Z.000/15/600,NaN,FLIGHT_PLAN_SEQ_NO,9,NaN,SOURCE_TIME_AND_SEQ,0251266105,NaN,SOURCE_TIME,02_51_26,NaN,ADSB_02M_52B,-AC86AF,NaN,,,,,,,,,,,,,FEET,40000.0,KP03559600,NaN,,,,,
42,ZKC,TH,SLC,2024-01-26T02:51:27.102Z,KSDF,2024-01-26T03:30:00Z,NaN,ZKC,14,NaN,KDEN,2024-01-26T01:26:00Z,NaN,2024-01-26T02:51:14Z,2024-01-26T02:51:14Z,SURVEILLANCE,KNOTS,515.0,FEET,29000.0,urn:ogc:def:crs:EPSG::4326,38.639444 -90.556667,FEET,29000.0,urn:ogc:def:crs:EPSG::4326,38.639444 -90.557222,KNOTS,507.0,KNOTS,-92.0,511,100,UAL350,NaN,ACTIVE,NaN,urn:uuid,50e7055b-5ac6-4383-87c2-555ae57832be,UAL,NaN,MSG_SEQ_NO,49011661,NaN,FDPS_GUFI,us.fdps.2024-01-25T23:12:57Z.000/03/500,NaN,FLIGHT_PLAN_SEQ_NO,7,NaN,SOURCE_TIME_AND_SEQ,0251266105,NaN,SOURCE_TIME,02_51_26,NaN,ADSB_02M_52B,-AB9F54,NaN,,,,,,,,,,,,,FEET,29000.0,KD83577500,NaN,,,,,
43,ZKC,TH,SLC,2024-01-26T02:51:27.102Z,KPHX,2024-01-26T04:39:00Z,NaN,ZKC,06,NaN,KBOS,2024-01-25T23:25:00Z,NaN,2024-01-26T02:51:17Z,2024-01-26T02:51:17Z,SURVEILLANCE,KNOTS,397.0,FEET,38000.0,urn:ogc:def:crs:EPSG::4326,38.591944 -97.735,FEET,38000.0,urn:ogc:def:crs:EPSG::4326,38.591944 -97.735,KNOTS,-387.0,KNOTS,-103.0,214,44,DAL514,NaN,ACTIVE,NaN,urn:uuid,d6310153-dc4a-4a08-97bd-b9b8a4c6080a,DAL,NaN,MSG_SEQ_NO,49011662,NaN,FDPS_GUFI,us.fdps.2024-01-25T22:19:01Z.000/01/500,NaN,FLIGHT_PLAN_SEQ_NO,27,NaN,SOURCE_TIME_AND_SEQ,0251266105,NaN,SOURCE_TIME,02_51_26,NaN,ADSB_POS_174A,38.591944/-97.735,NaN,ADSB_ALT_175A,38000.0,NaN,ADSB_VEL_176A,-387/-103,NaN,ADSB_TIME_177A,2024-01-26T02:51:17Z,NaN,ADSB_02M_52B,-A6DFAA,NaN,FEET,38000.0,KB80341500,NaN,,,,,
