Flight Number,Date,Taxi Takeoff,Average Delay Takeoff,Gate Departure Actual,Gate Departure Estimated,Takeoff Actual,Takeoff Estimated,Taxi Landing,Average Delay Landing,Landing Actual,Landing Estimated,Gate Arrival Actual,Gate Arrival Estimated
NKS2043,TUESDAY 02-APR-2024,Taxi Time: 19 minutes,Average Delay: Less than 10 minutes,11:19AM MST,Scheduled 11:20AM MST,11:38AM MST,Scheduled 11:30AM MST,Taxi Time: 19 minutes,Average Delay: Less than 10 minutes,12:38PM PDT,Scheduled 12:15PM PDT,12:44PM PDT,Scheduled 12:34PM PDT
SWA1979,TUESDAY 02-APR-2024,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,10:49AM MST,Scheduled 10:40AM MST,11:04AM MST,Scheduled 10:50AM MST,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,11:45AM PDT,Scheduled 11:35AM PDT,11:52AM PDT,Scheduled 11:55AM PDT
AAL2109,TUESDAY 02-APR-2024,Taxi Time: 14 minutes,Average Delay: 10-20 minutes,10:28AM MST,Scheduled 10:32AM MST,10:42AM MST,Scheduled 10:42AM MST,Taxi Time: 14 minutes,Average Delay: 10-20 minutes,11:25AM PDT,Scheduled 11:28AM PDT,11:31AM PDT,Scheduled 11:54AM PDT
SNC1367,,,,,,,,,,,,,
SWA3084,TUESDAY 02-APR-2024,Taxi Time: 22 minutes,Average Delay: Less than 10 minutes,09:10AM MST,Scheduled 09:10AM MST,09:32AM MST,Scheduled 09:20AM MST,Taxi Time: 22 minutes,Average Delay: Less than 10 minutes,10:18AM PDT,Scheduled 10:04AM PDT,10:24AM PDT,Scheduled 10:25AM PDT
SWA953,TUESDAY 02-APR-2024,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,07:39AM MST,Scheduled 07:40AM MST,07:54AM MST,Scheduled 07:50AM MST,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,08:37AM PDT,Scheduled 08:34AM PDT,08:45AM PDT,Scheduled 08:50AM PDT
AAL1611,TUESDAY 02-APR-2024,Taxi Time: 17 minutes,Average Delay: Less than 10 minutes,07:17AM MST,Scheduled 07:25AM MST,07:34AM MST,Scheduled 07:35AM MST,Taxi Time: 17 minutes,Average Delay: Less than 10 minutes,08:19AM PDT,Scheduled 08:20AM PDT,08:23AM PDT,Scheduled 08:41AM PDT
SWA2684,TUESDAY 02-APR-2024,Taxi Time: 11 minutes,Average Delay: Less than 10 minutes,06:23AM MST,Scheduled 06:30AM MST,06:34AM MST,Scheduled 06:40AM MST,Taxi Time: 11 minutes,Average Delay: Less than 10 minutes,07:19AM PDT,Scheduled 07:23AM PDT,07:25AM PDT,Scheduled 07:40AM PDT
NKS2043,THURSDAY 04-APR-2024,Taxi Time: 20 minutes,Average Delay: Less than 10 minutes,11:05AM MST,Scheduled 11:11AM MST,11:25AM MST,Scheduled 11:21AM MST,Taxi Time: 20 minutes,Average Delay: Less than 10 minutes,12:09PM PDT,Scheduled 12:13PM PDT,12:14PM PDT,Scheduled 12:25PM PDT
SWA1979,THURSDAY 04-APR-2024,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,10:33AM MST,Scheduled 10:40AM MST,10:48AM MST,Scheduled 10:50AM MST,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,11:31AM PDT,Scheduled 11:38AM PDT,11:37AM PDT,Scheduled 11:55AM PDT
AAL440,THURSDAY 04-APR-2024,Taxi Time: 20 minutes,Average Delay: --,10:20AM MST,Scheduled 10:25AM MST,10:40AM MST,Scheduled 10:35AM MST,Taxi Time: 20 minutes,Average Delay: --,11:23AM PDT,Scheduled 11:20AM PDT,11:29AM PDT,Scheduled 11:46AM PDT
SWA3084,THURSDAY 04-APR-2024,Taxi Time: 30 minutes,Average Delay: Less than 10 minutes,09:11AM MST,Scheduled 09:15AM MST,09:41AM MST,Scheduled 09:25AM MST,Taxi Time: 30 minutes,Average Delay: Less than 10 minutes,10:25AM PDT,Scheduled 10:09AM PDT,10:31AM PDT,Scheduled 10:30AM PDT
SNC1367,,,,,,,,,,,,,
SWA2684,THURSDAY 04-APR-2024,Taxi Time: 17 minutes,Average Delay: Less than 10 minutes,08:03AM MST,Scheduled 08:10AM MST,08:20AM MST,Scheduled 08:20AM MST,Taxi Time: 17 minutes,Average Delay: Less than 10 minutes,09:03AM PDT,Scheduled 09:04AM PDT,09:09AM PDT,Scheduled 09:20AM PDT
AAL1611,THURSDAY 04-APR-2024,Taxi Time: 26 minutes,Average Delay: Less than 10 minutes,07:19AM MST,Scheduled 07:25AM MST,07:45AM MST,Scheduled 07:35AM MST,Taxi Time: 26 minutes,Average Delay: Less than 10 minutes,08:30AM PDT,Scheduled 08:18AM PDT,08:39AM PDT,Scheduled 08:38AM PDT
SWA953,THURSDAY 04-APR-2024,Taxi Time: 9 minutes,Average Delay: Less than 10 minutes,07:17AM MST,Scheduled 07:20AM MST,07:26AM MST,Scheduled 07:30AM MST,Taxi Time: 9 minutes,Average Delay: Less than 10 minutes,08:13AM PDT,Scheduled 08:15AM PDT,08:24AM PDT,Scheduled 08:30AM PDT
SWA2435,THURSDAY 04-APR-2024,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,06:02AM MST,Scheduled 06:10AM MST,06:16AM MST,Scheduled 06:20AM MST,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,07:00AM PDT,Scheduled 07:02AM PDT,07:04AM PDT,Scheduled 07:20AM PDT
FFT2517,WEDNESDAY 03-APR-2024,Taxi Time: 11 minutes,Average Delay: 40 minutes - 1 hour,10:48PM MST,Scheduled 08:45PM MST,10:59PM MST,Scheduled 08:55PM MST,Taxi Time: 11 minutes,Average Delay: 40 minutes - 1 hour,11:40PM PDT,Scheduled 09:34PM PDT,11:47PM PDT,Scheduled 10:01PM PDT
SWA2596,WEDNESDAY 03-APR-2024,Taxi Time: 10 minutes,Average Delay: Less than 10 minutes,08:33PM MST,Scheduled 08:40PM MST,08:43PM MST,Scheduled 08:50PM MST,Taxi Time: 10 minutes,Average Delay: Less than 10 minutes,09:24PM PDT,Scheduled 09:33PM PDT,09:29PM PDT,Scheduled 09:50PM PDT
AAL2106,WEDNESDAY 03-APR-2024,Taxi Time: 12 minutes,Average Delay: Less than 10 minutes,08:16PM MST,Scheduled 08:24PM MST,08:28PM MST,Scheduled 08:34PM MST,Taxi Time: 12 minutes,Average Delay: Less than 10 minutes,09:11PM PDT,Scheduled 09:19PM PDT,09:16PM PDT,Scheduled 09:38PM PDT
SWA2871,WEDNESDAY 03-APR-2024,Taxi Time: 9 minutes,Average Delay: Less than 10 minutes,07:41PM MST,Scheduled 07:30PM MST,07:50PM MST,Scheduled 07:40PM MST,Taxi Time: 9 minutes,Average Delay: Less than 10 minutes,08:31PM PDT,Scheduled 08:34PM PDT,08:45PM PDT,Scheduled 08:40PM PDT
SWA3975,WEDNESDAY 03-APR-2024,Taxi Time: 8 minutes,Average Delay: 10-20 minutes,05:48PM MST,Scheduled 05:50PM MST,05:56PM MST,Scheduled 06:00PM MST,Taxi Time: 8 minutes,Average Delay: 10-20 minutes,06:40PM PDT,Scheduled 06:48PM PDT,06:48PM PDT,Scheduled 07:00PM PDT
FFT2133,WEDNESDAY 03-APR-2024,Taxi Time: 47 minutes,Average Delay: 40 minutes - 1 hour,08:36PM MST,Scheduled 05:21PM MST,09:23PM MST,Scheduled 05:31PM MST,Taxi Time: 47 minutes,Average Delay: 40 minutes - 1 hour,10:09PM PDT,Scheduled 06:16PM PDT,10:18PM PDT,Scheduled 06:35PM PDT
AAL1977,WEDNESDAY 03-APR-2024,Taxi Time: 16 minutes,Average Delay: 10-20 minutes,05:00PM MST,Scheduled 05:05PM MST,05:16PM MST,Scheduled 05:15PM MST,Taxi Time: 16 minutes,Average Delay: 10-20 minutes,06:02PM PDT,Scheduled 06:00PM PDT,06:07PM PDT,Scheduled 06:17PM PDT
SWA3001,WEDNESDAY 03-APR-2024,Taxi Time: 17 minutes,Average Delay: Less than 10 minutes,04:33PM MST,Scheduled 04:40PM MST,04:50PM MST,Scheduled 04:50PM MST,Taxi Time: 17 minutes,Average Delay: Less than 10 minutes,05:33PM PDT,Scheduled 05:35PM PDT,05:41PM PDT,Scheduled 05:45PM PDT
SWA745,WEDNESDAY 03-APR-2024,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,03:41PM MST,Scheduled 03:35PM MST,03:55PM MST,Scheduled 03:45PM MST,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,04:44PM PDT,Scheduled 04:29PM PDT,04:56PM PDT,Scheduled 04:45PM PDT
AAL1541,WEDNESDAY 03-APR-2024,Taxi Time: 14 minutes,Average Delay: 20-40 minutes,01:55PM MST,Scheduled 02:00PM MST,02:09PM MST,Scheduled 02:10PM MST,Taxi Time: 14 minutes,Average Delay: 20-40 minutes,02:53PM PDT,Scheduled 02:54PM PDT,02:58PM PDT,Scheduled 03:11PM PDT
SWA2388,WEDNESDAY 03-APR-2024,Taxi Time: 12 minutes,Average Delay: 20-40 minutes,02:04PM MST,Scheduled 02:00PM MST,02:16PM MST,Scheduled 02:10PM MST,Taxi Time: 12 minutes,Average Delay: 20-40 minutes,02:58PM PDT,Scheduled 02:55PM PDT,03:18PM PDT,Scheduled 03:10PM PDT
FFT1895,WEDNESDAY 03-APR-2024,Taxi Time: 32 minutes,Average Delay: Less than 10 minutes,01:31PM MST,Scheduled 01:13PM MST,02:03PM MST,Scheduled 01:23PM MST,Taxi Time: 32 minutes,Average Delay: Less than 10 minutes,02:48PM PDT,Scheduled 02:28PM PDT,02:55PM PDT,Scheduled 02:28PM PDT
SWA1051,WEDNESDAY 03-APR-2024,Taxi Time: 18 minutes,Average Delay: 10-20 minutes,12:44PM MST,Scheduled 12:45PM MST,01:02PM MST,Scheduled 12:55PM MST,Taxi Time: 18 minutes,Average Delay: 10-20 minutes,01:44PM PDT,Scheduled 01:40PM PDT,02:14PM PDT,Scheduled 01:55PM PDT
NKS2043,WEDNESDAY 03-APR-2024,Taxi Time: 18 minutes,Average Delay: Less than 10 minutes,11:15AM MST,Scheduled 11:20AM MST,11:33AM MST,Scheduled 11:30AM MST,Taxi Time: 18 minutes,Average Delay: Less than 10 minutes,12:18PM PDT,Scheduled 12:15PM PDT,12:24PM PDT,Scheduled 12:34PM PDT
SWA1979,WEDNESDAY 03-APR-2024,Taxi Time: 20 minutes,Average Delay: Less than 10 minutes,11:04AM MST,Scheduled 10:40AM MST,11:24AM MST,Scheduled 10:50AM MST,Taxi Time: 20 minutes,Average Delay: Less than 10 minutes,12:08PM PDT,Scheduled 11:33AM PDT,12:13PM PDT,Scheduled 11:55AM PDT
AAL2109,WEDNESDAY 03-APR-2024,Taxi Time: 22 minutes,Average Delay: 10-20 minutes,10:29AM MST,Scheduled 10:32AM MST,10:51AM MST,Scheduled 10:42AM MST,Taxi Time: 22 minutes,Average Delay: 10-20 minutes,11:35AM PDT,Scheduled 11:27AM PDT,11:41AM PDT,Scheduled 11:54AM PDT
EJA306,,,,,,,,,,,,,
SNC1367,,,,,,,,,,,,,
SWA3084,WEDNESDAY 03-APR-2024,Taxi Time: 22 minutes,Average Delay: Less than 10 minutes,09:07AM MST,Scheduled 09:10AM MST,09:29AM MST,Scheduled 09:20AM MST,Taxi Time: 22 minutes,Average Delay: Less than 10 minutes,10:11AM PDT,Scheduled 10:03AM PDT,10:19AM PDT,Scheduled 10:25AM PDT
SWA953,WEDNESDAY 03-APR-2024,Taxi Time: 16 minutes,Average Delay: Less than 10 minutes,07:34AM MST,Scheduled 07:40AM MST,07:50AM MST,Scheduled 07:50AM MST,Taxi Time: 16 minutes,Average Delay: Less than 10 minutes,08:33AM PDT,Scheduled 08:33AM PDT,08:42AM PDT,Scheduled 08:50AM PDT
AAL1611,WEDNESDAY 03-APR-2024,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,07:18AM MST,Scheduled 07:25AM MST,07:32AM MST,Scheduled 07:35AM MST,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,08:20AM PDT,Scheduled 08:20AM PDT,08:27AM PDT,Scheduled 08:41AM PDT
SWA2684,WEDNESDAY 03-APR-2024,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,06:29AM MST,Scheduled 06:30AM MST,06:43AM MST,Scheduled 06:40AM MST,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,07:25AM PDT,Scheduled 07:24AM PDT,07:32AM PDT,Scheduled 07:40AM PDT
SWA2684,FRIDAY 05-APR-2024,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,08:09AM MST,Scheduled 08:10AM MST,08:23AM MST,Scheduled 08:20AM MST,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,09:06AM PDT,Scheduled 09:03AM PDT,09:12AM PDT,Scheduled 09:20AM PDT
AAL1611,FRIDAY 05-APR-2024,Taxi Time: 19 minutes,Average Delay: Less than 10 minutes,07:22AM MST,Scheduled 07:25AM MST,07:41AM MST,Scheduled 07:35AM MST,Taxi Time: 19 minutes,Average Delay: Less than 10 minutes,08:23AM PDT,Scheduled 08:17AM PDT,08:32AM PDT,Scheduled 08:38AM PDT
SWA953,FRIDAY 05-APR-2024,Taxi Time: 22 minutes,Average Delay: Less than 10 minutes,07:38AM MST,Scheduled 07:20AM MST,08:00AM MST,Scheduled 07:30AM MST,Taxi Time: 22 minutes,Average Delay: Less than 10 minutes,08:44AM PDT,Scheduled 08:13AM PDT,08:50AM PDT,Scheduled 08:30AM PDT
SWA8503,FRIDAY 05-APR-2024,Taxi Time: 28 minutes,Average Delay: --,07:36AM MST,Scheduled 07:05AM MST,08:04AM MST,Scheduled 07:05AM MST,Taxi Time: 28 minutes,Average Delay: --,08:50AM PDT,Scheduled 07:50AM PDT,--,Scheduled --
SWA2435,FRIDAY 05-APR-2024,Taxi Time: 16 minutes,Average Delay: Less than 10 minutes,06:04AM MST,Scheduled 06:10AM MST,06:20AM MST,Scheduled 06:20AM MST,Taxi Time: 16 minutes,Average Delay: Less than 10 minutes,07:02AM PDT,Scheduled 07:04AM PDT,07:07AM PDT,Scheduled 07:20AM PDT
FFT2517,THURSDAY 04-APR-2024,Taxi Time: 10 minutes,Average Delay: 40 minutes - 1 hour,10:18PM MST,Scheduled 08:45PM MST,10:28PM MST,Scheduled 08:55PM MST,Taxi Time: 10 minutes,Average Delay: 40 minutes - 1 hour,11:08PM PDT,Scheduled 09:38PM PDT,11:16PM PDT,Scheduled 10:01PM PDT
AAL365,THURSDAY 04-APR-2024,Taxi Time: 17 minutes,Average Delay: --,08:47PM MST,Scheduled 08:38PM MST,09:04PM MST,Scheduled 08:48PM MST,Taxi Time: 17 minutes,Average Delay: --,09:45PM PDT,Scheduled 09:32PM PDT,09:51PM PDT,Scheduled 09:51PM PDT
SWA2871,THURSDAY 04-APR-2024,Taxi Time: 7 minutes,Average Delay: Less than 10 minutes,07:59PM MST,Scheduled 08:00PM MST,08:06PM MST,Scheduled 08:10PM MST,Taxi Time: 7 minutes,Average Delay: Less than 10 minutes,08:50PM PDT,Scheduled 08:54PM PDT,09:02PM PDT,Scheduled 09:05PM PDT
SWA1994,THURSDAY 04-APR-2024,Taxi Time: 7 minutes,Average Delay: 20-40 minutes,06:46PM MST,Scheduled 06:50PM MST,06:53PM MST,Scheduled 07:00PM MST,Taxi Time: 7 minutes,Average Delay: 20-40 minutes,07:37PM PDT,Scheduled 07:46PM PDT,07:46PM PDT,Scheduled 08:00PM PDT
FFT2133,THURSDAY 04-APR-2024,Taxi Time: 19 minutes,Average Delay: 20-40 minutes,06:30PM MST,Scheduled 05:36PM MST,06:49PM MST,Scheduled 05:46PM MST,Taxi Time: 19 minutes,Average Delay: 20-40 minutes,07:35PM PDT,Scheduled 06:29PM PDT,07:46PM PDT,Scheduled 06:50PM PDT
,,,,,,,,,,,,,
AAL2800,THURSDAY 04-APR-2024,Taxi Time: 26 minutes,Average Delay: --,04:59PM MST,Scheduled 05:07PM MST,05:25PM MST,Scheduled 05:17PM MST,Taxi Time: 26 minutes,Average Delay: --,06:12PM PDT,Scheduled 06:02PM PDT,06:18PM PDT,Scheduled 06:21PM PDT
SWA3001,THURSDAY 04-APR-2024,Taxi Time: 11 minutes,Average Delay: Less than 10 minutes,04:28PM MST,Scheduled 04:10PM MST,04:39PM MST,Scheduled 04:20PM MST,Taxi Time: 11 minutes,Average Delay: Less than 10 minutes,05:22PM PDT,Scheduled 05:04PM PDT,05:28PM PDT,Scheduled 05:15PM PDT
N723SG,,,,,,,,,,,,,
SWA2388,THURSDAY 04-APR-2024,Taxi Time: 27 minutes,Average Delay: 20-40 minutes,02:24PM MST,Scheduled 02:05PM MST,02:51PM MST,Scheduled 02:15PM MST,Taxi Time: 27 minutes,Average Delay: 20-40 minutes,03:33PM PDT,Scheduled 02:58PM PDT,03:39PM PDT,Scheduled 03:15PM PDT
AAL2760,THURSDAY 04-APR-2024,Taxi Time: 24 minutes,Average Delay: --,01:55PM MST,Scheduled 02:00PM MST,02:19PM MST,Scheduled 02:10PM MST,Taxi Time: 24 minutes,Average Delay: --,03:00PM PDT,Scheduled 02:53PM PDT,03:06PM PDT,Scheduled 03:11PM PDT
FFT1895,THURSDAY 04-APR-2024,Taxi Time: 31 minutes,Average Delay: Less than 10 minutes,01:43PM MST,Scheduled 01:30PM MST,02:14PM MST,Scheduled 01:40PM MST,Taxi Time: 31 minutes,Average Delay: Less than 10 minutes,02:56PM PDT,Scheduled 02:38PM PDT,03:04PM PDT,Scheduled 02:45PM PDT
SWA1051,THURSDAY 04-APR-2024,Taxi Time: 23 minutes,Average Delay: 10-20 minutes,11:59AM MST,Scheduled 11:55AM MST,12:22PM MST,Scheduled 12:05PM MST,Taxi Time: 23 minutes,Average Delay: 10-20 minutes,01:05PM PDT,Scheduled 12:47PM PDT,01:09PM PDT,Scheduled 01:05PM PDT
NKS2043,THURSDAY 04-APR-2024,Taxi Time: 20 minutes,Average Delay: Less than 10 minutes,11:05AM MST,Scheduled 11:11AM MST,11:25AM MST,Scheduled 11:21AM MST,Taxi Time: 20 minutes,Average Delay: Less than 10 minutes,12:09PM PDT,Scheduled 12:13PM PDT,12:14PM PDT,Scheduled 12:25PM PDT
SWA1979,THURSDAY 04-APR-2024,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,10:33AM MST,Scheduled 10:40AM MST,10:48AM MST,Scheduled 10:50AM MST,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,11:31AM PDT,Scheduled 11:38AM PDT,11:37AM PDT,Scheduled 11:55AM PDT
AAL440,THURSDAY 04-APR-2024,Taxi Time: 20 minutes,Average Delay: --,10:20AM MST,Scheduled 10:25AM MST,10:40AM MST,Scheduled 10:35AM MST,Taxi Time: 20 minutes,Average Delay: --,11:23AM PDT,Scheduled 11:20AM PDT,11:29AM PDT,Scheduled 11:46AM PDT
SNC1367,,,,,,,,,,,,,
SWA3084,THURSDAY 04-APR-2024,Taxi Time: 30 minutes,Average Delay: Less than 10 minutes,09:11AM MST,Scheduled 09:15AM MST,09:41AM MST,Scheduled 09:25AM MST,Taxi Time: 30 minutes,Average Delay: Less than 10 minutes,10:25AM PDT,Scheduled 10:09AM PDT,10:31AM PDT,Scheduled 10:30AM PDT
SWA2684,THURSDAY 04-APR-2024,Taxi Time: 17 minutes,Average Delay: Less than 10 minutes,08:03AM MST,Scheduled 08:10AM MST,08:20AM MST,Scheduled 08:20AM MST,Taxi Time: 17 minutes,Average Delay: Less than 10 minutes,09:03AM PDT,Scheduled 09:04AM PDT,09:09AM PDT,Scheduled 09:20AM PDT
AAL1611,THURSDAY 04-APR-2024,Taxi Time: 26 minutes,Average Delay: Less than 10 minutes,07:19AM MST,Scheduled 07:25AM MST,07:45AM MST,Scheduled 07:35AM MST,Taxi Time: 26 minutes,Average Delay: Less than 10 minutes,08:30AM PDT,Scheduled 08:18AM PDT,08:39AM PDT,Scheduled 08:38AM PDT
SWA953,THURSDAY 04-APR-2024,Taxi Time: 9 minutes,Average Delay: Less than 10 minutes,07:17AM MST,Scheduled 07:20AM MST,07:26AM MST,Scheduled 07:30AM MST,Taxi Time: 9 minutes,Average Delay: Less than 10 minutes,08:13AM PDT,Scheduled 08:15AM PDT,08:24AM PDT,Scheduled 08:30AM PDT
SWA2435,THURSDAY 04-APR-2024,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,06:02AM MST,Scheduled 06:10AM MST,06:16AM MST,Scheduled 06:20AM MST,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,07:00AM PDT,Scheduled 07:02AM PDT,07:04AM PDT,Scheduled 07:20AM PDT
SWA1261,SUNDAY 07-APR-2024,Taxi Time: 11 minutes,Average Delay: Less than 10 minutes,09:40AM MST,Scheduled 09:40AM MST,09:51AM MST,Scheduled 09:50AM MST,Taxi Time: 11 minutes,Average Delay: Less than 10 minutes,10:36AM PDT,Scheduled 10:45AM PDT,10:41AM PDT,Scheduled 10:55AM PDT
SWA3084,SUNDAY 07-APR-2024,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,08:27AM MST,Scheduled 08:35AM MST,08:41AM MST,Scheduled 08:45AM MST,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,09:27AM PDT,Scheduled 09:32AM PDT,09:32AM PDT,Scheduled 09:50AM PDT
SWA953,SUNDAY 07-APR-2024,Taxi Time: 24 minutes,Average Delay: Less than 10 minutes,08:28AM MST,Scheduled 07:40AM MST,08:52AM MST,Scheduled 07:50AM MST,Taxi Time: 24 minutes,Average Delay: Less than 10 minutes,09:38AM PDT,Scheduled 08:36AM PDT,09:43AM PDT,Scheduled 08:50AM PDT
AAL1611,SUNDAY 07-APR-2024,Taxi Time: 18 minutes,Average Delay: Less than 10 minutes,07:24AM MST,Scheduled 07:25AM MST,07:42AM MST,Scheduled 07:35AM MST,Taxi Time: 18 minutes,Average Delay: Less than 10 minutes,08:28AM PDT,Scheduled 08:19AM PDT,08:38AM PDT,Scheduled 08:38AM PDT
SWA2684,SUNDAY 07-APR-2024,Taxi Time: 9 minutes,Average Delay: Less than 10 minutes,05:42AM MST,Scheduled 05:45AM MST,05:51AM MST,Scheduled 05:55AM MST,Taxi Time: 9 minutes,Average Delay: Less than 10 minutes,06:36AM PDT,Scheduled 06:42AM PDT,06:42AM PDT,Scheduled 06:55AM PDT
N968SR,,,,,,,,,,,,,
SWA5789,SATURDAY 06-APR-2024,Taxi Time: 6 minutes,Average Delay: 10-20 minutes,10:59PM MST,Scheduled 10:25PM MST,11:05PM MST,Scheduled 10:35PM MST,Taxi Time: 6 minutes,Average Delay: 10-20 minutes,11:49PM PDT,Scheduled 11:22PM PDT,11:55PM PDT,Scheduled 11:35PM PDT
SWA2871,SATURDAY 06-APR-2024,Taxi Time: 12 minutes,Average Delay: Less than 10 minutes,08:49PM MST,Scheduled 09:00PM MST,09:01PM MST,Scheduled 09:10PM MST,Taxi Time: 12 minutes,Average Delay: Less than 10 minutes,09:47PM PDT,Scheduled 09:44PM PDT,09:53PM PDT,Scheduled 10:05PM PDT
FFT2517,SATURDAY 06-APR-2024,Taxi Time: 11 minutes,Average Delay: 20-40 minutes,09:36PM MST,Scheduled 08:40PM MST,09:47PM MST,Scheduled 08:50PM MST,Taxi Time: 11 minutes,Average Delay: 20-40 minutes,10:33PM PDT,Scheduled 09:38PM PDT,10:43PM PDT,Scheduled 09:56PM PDT
AAL365,SATURDAY 06-APR-2024,Taxi Time: 17 minutes,Average Delay: Less than 10 minutes,08:43PM MST,Scheduled 08:38PM MST,09:00PM MST,Scheduled 08:48PM MST,Taxi Time: 17 minutes,Average Delay: Less than 10 minutes,09:44PM PDT,Scheduled 09:33PM PDT,09:52PM PDT,Scheduled 09:51PM PDT
SWA1994,SATURDAY 06-APR-2024,Taxi Time: 28 minutes,Average Delay: 10-20 minutes,06:58PM MST,Scheduled 06:50PM MST,07:26PM MST,Scheduled 07:00PM MST,Taxi Time: 28 minutes,Average Delay: 10-20 minutes,08:11PM PDT,Scheduled 07:48PM PDT,08:21PM PDT,Scheduled 08:00PM PDT
FFT2133,SATURDAY 06-APR-2024,Taxi Time: 20 minutes,Average Delay: 20-40 minutes,07:08PM MST,Scheduled 06:36PM MST,07:28PM MST,Scheduled 06:46PM MST,Taxi Time: 20 minutes,Average Delay: 20-40 minutes,08:15PM PDT,Scheduled 07:35PM PDT,08:24PM PDT,Scheduled 07:51PM PDT
AAL2800,SATURDAY 06-APR-2024,Taxi Time: 9 minutes,Average Delay: More than 1 hour,09:22PM MST,Scheduled 05:07PM MST,09:31PM MST,Scheduled 05:17PM MST,Taxi Time: 9 minutes,Average Delay: More than 1 hour,10:13PM PDT,Scheduled 06:08PM PDT,10:18PM PDT,Scheduled 06:21PM PDT
SWA3001,SATURDAY 06-APR-2024,Taxi Time: 8 minutes,Average Delay: 10-20 minutes,03:59PM MST,Scheduled 03:45PM MST,04:07PM MST,Scheduled 03:55PM MST,Taxi Time: 8 minutes,Average Delay: 10-20 minutes,04:51PM PDT,Scheduled 04:53PM PDT,04:57PM PDT,Scheduled 04:55PM PDT
SWA2388,SATURDAY 06-APR-2024,Taxi Time: 11 minutes,Average Delay: 10-20 minutes,02:12PM MST,Scheduled 02:05PM MST,02:23PM MST,Scheduled 02:15PM MST,Taxi Time: 11 minutes,Average Delay: 10-20 minutes,03:09PM PDT,Scheduled 03:13PM PDT,03:15PM PDT,Scheduled 03:15PM PDT
AAL2760,SATURDAY 06-APR-2024,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,01:50PM MST,Scheduled 02:00PM MST,02:04PM MST,Scheduled 02:10PM MST,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,02:52PM PDT,Scheduled 02:59PM PDT,02:58PM PDT,Scheduled 03:11PM PDT
FFT1895,SATURDAY 06-APR-2024,Taxi Time: 16 minutes,Average Delay: Less than 10 minutes,01:10PM MST,Scheduled 01:13PM MST,01:26PM MST,Scheduled 01:23PM MST,Taxi Time: 16 minutes,Average Delay: Less than 10 minutes,02:15PM PDT,Scheduled 02:13PM PDT,02:23PM PDT,Scheduled 02:28PM PDT
NKS2043,SATURDAY 06-APR-2024,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,11:13AM MST,Scheduled 11:20AM MST,11:28AM MST,Scheduled 11:30AM MST,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,12:14PM PDT,Scheduled 12:18PM PDT,12:17PM PDT,Scheduled 12:34PM PDT
AAL440,SATURDAY 06-APR-2024,Taxi Time: 16 minutes,Average Delay: 20-40 minutes,11:47AM MST,Scheduled 10:25AM MST,12:03PM MST,Scheduled 10:35AM MST,Taxi Time: 16 minutes,Average Delay: 20-40 minutes,12:54PM PDT,Scheduled 11:24AM PDT,01:03PM PDT,Scheduled 11:46AM PDT
SWA1979,SATURDAY 06-APR-2024,Taxi Time: 8 minutes,Average Delay: Less than 10 minutes,11:01AM MST,Scheduled 10:20AM MST,11:09AM MST,Scheduled 10:30AM MST,Taxi Time: 8 minutes,Average Delay: Less than 10 minutes,11:56AM PDT,Scheduled 11:19AM PDT,12:09PM PDT,Scheduled 11:35AM PDT
KOW733,,,,,,,,,,,,,
SWA953,SATURDAY 06-APR-2024,Taxi Time: 10 minutes,Average Delay: Less than 10 minutes,07:56AM MST,Scheduled 08:00AM MST,08:06AM MST,Scheduled 08:10AM MST,Taxi Time: 10 minutes,Average Delay: Less than 10 minutes,08:53AM PDT,Scheduled 08:56AM PDT,08:58AM PDT,Scheduled 09:10AM PDT
